context,count,primary_context,num,user,sum
15522,247,8265,247,162524,247
15542,248,8277,248,162530,248
15563,249,8290,249,162552,249
15584,250,8301,250,162560,250
15605,251,8313,251,162570,251
15626,252,8326,252,162593,252
15648,253,8338,253,162602,253
15668,254,8350,254,162612,254
15832,255,8492,255,162635,255
16055,256,8600,256,162644,256
16137,257,8706,257,162654,257
16225,258,8785,258,162677,258
16319,259,8862,259,162685,259
16407,260,8935,260,162692,260
16492,261,9018,261,162716,261
16570,262,9058,262,162725,262
16649,263,9096,263,162732,263
16724,264,9152,264,162755,264
16803,265,9193,265,162764,265
16873,266,9231,266,162774,266
16946,267,9280,267,162797,267
17014,268,9319,268,162806,268
17083,269,9364,269,162816,269
17152,270,9406,270,162838,270
17221,271,9442,271,162847,271
17288,272,9486,272,162857,272
17358,273,9532,273,162880,273
17427,274,9579,274,162890,274
17502,275,9618,275,162900,275
17573,276,9658,276,162923,276
17639,277,9718,277,162931,277
17714,278,9761,278,162941,278
17742,279,9776,279,162964,279
17769,280,9794,280,162972,280
17792,281,9817,281,162981,281
17817,282,9835,282,163004,282
17844,283,9852,283,163012,283
17870,284,9869,284,163022,284
17897,285,9886,285,163045,285
17921,286,9902,286,163054,286
17947,287,9919,287,163063,287
17973,288,9937,288,163085,288
18000,289,9954,289,163093,289
18026,290,9973,290,163103,290
18052,291,9991,291,163126,291
18077,292,10007,292,163135,292
18103,293,10025,293,163145,293
18125,294,10042,294,163169,294
18152,295,10063,295,163178,295
18178,296,10080,296,163187,296
18207,297,10098,297,163209,297
18233,298,10115,298,163217,298
18256,299,10132,299,163227,299
18282,300,10150,300,163249,300
18307,301,10166,301,163259,301
18331,302,10183,302,163269,302
18356,303,10200,303,163293,303
18383,304,10213,304,163310,304
18409,305,10230,305,163320,305
18437,306,10247,306,163345,306
18469,307,10268,307,163354,307
18494,308,10286,308,163364,308
18520,309,10303,309,163388,309
18546,310,10320,310,163396,310
18569,311,10337,311,163405,311
18594,312,10354,312,163427,312
18619,313,10370,313,163436,313
18642,314,10388,314,163446,314
18670,315,10406,315,163469,315
18696,316,10423,316,163477,316
18725,317,10441,317,163487,317
18751,318,10458,318,163511,318
18777,319,10474,319,163519,319
18803,320,10491,320,163528,320
18828,321,10508,321,163551,321
18853,322,10525,322,163561,322
18882,323,10543,323,163568,323
18905,324,10561,324,163591,324
18932,325,10577,325,163600,325
18959,326,10595,326,163610,326
18987,327,10614,327,163634,327
19012,328,10630,328,163644,328
19035,329,10646,329,163654,329
19061,330,10662,330,163677,330
19083,331,10676,331,163685,331
19108,332,10694,332,163695,332
19270,333,10813,333,163719,333
19350,334,10909,334,163727,334
19435,335,11018,335,163737,335
19521,336,11095,336,163760,336
19597,337,11182,337,163769,337
19681,338,11262,338,163777,338
19766,339,11346,339,163800,339
19860,340,11421,340,163808,340
19947,341,11498,341,163818,341
20027,342,11576,342,163841,342
20100,343,11660,343,163850,343
20182,344,11736,344,163860,344
20254,345,11781,345,163883,345
20324,346,11821,346,163892,346
20394,347,11863,347,163903,347
20471,348,11910,348,163926,348
20547,349,11958,349,163935,349
20621,350,12004,350,163945,350
20694,351,12046,351,163968,351
20733,352,12063,352,163976,352
20760,353,12086,353,163985,353
20787,354,12112,354,164007,354
20813,355,12130,355,164016,355
20839,356,12148,356,164026,356
20866,357,12166,357,164049,357
20891,358,12181,358,164057,358
20917,359,12198,359,164068,359
20943,360,12216,360,164090,360
20969,361,12233,361,164099,361
20991,362,12250,362,164106,362
21018,363,12268,363,164127,363
21044,364,12286,364,164135,364
21070,365,12304,365,164145,365
21096,366,12317,366,164167,366
21122,367,12335,367,164175,367
21149,368,12357,368,164183,368
21176,369,12375,369,164207,369
21202,370,12392,370,164216,370
21226,371,12407,371,164225,371
21253,372,12420,372,164248,372
21279,373,12438,373,164256,373
21305,374,12454,374,164265,374
21332,375,12471,375,164288,375
21358,376,12488,376,164297,376
21381,377,12505,377,164307,377
21407,378,12519,378,164329,378
21434,379,12536,379,164337,379
21462,380,12553,380,164346,380
21489,381,12572,381,164369,381
21515,382,12588,382,164378,382
21542,383,12605,383,164388,383
21567,384,12620,384,164411,384
21595,385,12636,385,164419,385
21621,386,12652,386,164429,386
21648,387,12665,387,164451,387
21676,388,12684,388,164460,388
21700,389,12701,389,164470,389
21727,390,12718,390,164493,390
21753,391,12736,391,164505,391
21781,392,12753,392,164512,392
21808,393,12767,393,164534,393
21833,394,12783,394,164542,394
21859,395,12799,395,164552,395
21885,396,12817,396,164574,396
21912,397,12833,397,164582,397
21936,398,12850,398,164591,398
21964,399,12869,399,164614,399
21992,400,12882,400,164622,400
22021,401,12899,401,164631,401
22051,402,12917,402,164659,402
22076,403,12933,403,164668,403
22100,404,12946,404,164676,404
22127,405,12965,405,164685,405
22153,406,12981,406,164710,406
22180,407,12998,407,164719,407
22205,408,13015,408,164729,408
22228,409,13031,409,164738,409
22254,410,13049,410,164762,410
22282,411,13065,411,164770,411
22306,412,13077,412,164779,412
22335,413,13089,413,164787,413
22516,414,13147,414,164811,414
22596,415,13238,415,164820,415
22672,416,13354,416,164830,416
22753,417,13427,417,164838,417
22836,418,13511,418,164861,418
22916,419,13590,419,164869,419
22992,420,13675,420,164879,420
23072,421,13755,421,164889,421
23163,422,13826,422,164898,422
23242,423,13879,423,164924,423
23318,424,13920,424,164932,424
23392,425,13967,425,164941,425
23465,426,14008,426,164952,426
23541,427,14065,427,164985,427
23611,428,14121,428,164994,428
23676,429,14140,429,165003,429
23704,430,14156,430,165012,430
23734,431,14175,431,165021,431
23763,432,14194,432,165045,432
23789,433,14212,433,165053,433
23815,434,14229,434,165062,434
23842,435,14246,435,165071,435
23868,436,14262,436,165095,436
23894,437,14278,437,165104,437
23918,438,14295,438,165113,438
23945,439,14309,439,165122,439
23966,440,14327,440,165130,440
23993,441,14347,441,165153,441
24022,442,14360,442,165161,442
24049,443,14377,443,165171,443
24076,444,14395,444,165179,444
24106,445,14414,445,165202,445
24131,446,14430,446,165210,446
24157,447,14447,447,165220,447
24180,448,14462,448,165229,448
24205,449,14479,449,165254,449
24231,450,14496,450,165262,450
24257,451,14513,451,165271,451
24285,452,14531,452,165282,452
24317,453,14553,453,165291,453
24345,454,14571,454,165314,454
24372,455,14587,455,165323,455
24399,456,14605,456,165332,456
24426,457,14623,457,165341,457
24456,458,14642,458,165365,458
24482,459,14660,459,165373,459
24506,460,14677,460,165382,460
24529,461,14694,461,165391,461
24556,462,14717,462,165414,462
24583,463,14733,463,165423,463
24611,464,14749,464,165432,464
24637,465,14766,465,165441,465
24663,466,14783,466,165451,466
24689,467,14801,467,165474,467
24716,468,14813,468,165482,468
24743,469,14831,469,165492,469
24769,470,14848,470,165501,470
24796,471,14866,471,165525,471
24822,472,14879,472,165533,472
24845,473,14891,473,165543,473
24872,474,14908,474,165551,474
24900,475,14924,475,165560,475
24929,476,14943,476,165584,476
24956,477,14960,477,165592,477
25131,478,15083,478,165601,478
25216,479,15178,479,165609,479
25296,480,15267,480,165632,480
25373,481,15353,481,165640,481
25452,482,15431,482,165655,482
25538,483,15498,483,165665,483
25638,484,15566,484,165672,484
25709,485,15648,485,165697,485
25792,486,15723,486,165706,486
25867,487,15776,487,165715,487
25943,488,15822,488,165724,488
26016,489,15880,489,165749,489
26089,490,15916,490,165758,490
26156,491,15952,491,165767,491
26233,492,15989,492,165776,492
26286,493,16007,493,165785,493
26317,494,16029,494,165808,494
26344,495,16046,495,165816,495
26371,496,16065,496,165826,496
26397,497,16083,497,165834,497
26425,498,16100,498,165857,498
26453,499,16118,499,165866,499
26480,500,16136,500,165875,500
26509,501,16156,501,165884,501
26538,502,16174,502,165908,502
26565,503,16191,503,165917,503
26592,504,16209,504,165926,504
26614,505,16224,505,165934,505
26639,506,16243,506,165943,506
26669,507,16263,507,165966,507
26692,508,16280,508,165974,508
26719,509,16296,509,165982,509
26744,510,16313,510,165991,510
26772,511,16325,511,166014,511
26794,512,16337,512,166022,512
26819,513,16354,513,166031,513
26840,514,16366,514,166040,514
26865,515,16384,515,166063,515
26891,516,16402,516,166071,516
26913,517,16421,517,166096,517
26939,518,16437,518,166104,518
26963,519,16451,519,166113,519
26983,520,16463,520,166121,520
27008,521,16477,521,166144,521
27034,522,16494,522,166152,522
27057,523,16506,523,166161,523
27077,524,16520,524,166169,524
27104,525,16534,525,166176,525
27129,526,16552,526,166200,526
27154,527,16564,527,166208,527
27179,528,16581,528,166217,528
27202,529,16599,529,166226,529
27231,530,16614,530,166251,530
27256,531,16631,531,166295,531
27283,532,16647,532,166305,532
27306,533,16660,533,166314,533
27327,534,16678,534,166323,534
27354,535,16691,535,166350,535
27377,536,16703,536,166359,536
27405,537,16720,537,166368,537
27428,538,16737,538,166377,538
27457,539,16752,539,166399,539
27482,540,16765,540,166407,540
27505,541,16782,541,166415,541
27533,542,16795,542,166424,542
27557,543,16808,543,166432,543
27586,544,16825,544,166455,544
27611,545,16841,545,166464,545
27639,546,16854,546,166473,546
27752,547,16969,547,166482,547
27821,548,17010,548,166505,548
27916,549,17118,549,166513,549
27998,550,17189,550,166522,550
28081,551,17265,551,166530,551
28156,552,17347,552,166538,552
28235,553,17426,553,166560,553
28319,554,17490,554,166568,554
28396,555,17571,555,166577,555
28479,556,17644,556,166585,556
28557,557,17711,557,166608,557
28634,558,17780,558,166616,558
28711,559,17849,559,166626,559
28776,560,17916,560,166634,560
28840,561,17957,561,166657,561
28865,562,17974,562,166665,562
28893,563,17992,563,166674,563
28920,564,18010,564,166682,564
28949,565,18029,565,166691,565
28974,566,18047,566,166715,566
29001,567,18065,567,166723,567
29031,568,18078,568,166732,568
29058,569,18091,569,166741,569
29083,570,18109,570,166763,570
29111,571,18127,571,166771,571
29137,572,18144,572,166780,572
29162,573,18160,573,166788,573
29190,574,18178,574,166811,574
29215,575,18195,575,166819,575
29240,576,18213,576,166827,576
29267,577,18230,577,166836,577
29291,578,18247,578,166845,578
29317,579,18265,579,166868,579
29339,580,18278,580,166876,580
29362,581,18290,581,166885,581
29382,582,18303,582,166894,582
29402,583,18316,583,166918,583
29423,584,18327,584,166926,584
29444,585,18339,585,166934,585
29464,586,18351,586,166943,586
29485,587,18364,587,166965,587
29505,588,18376,588,166973,588
29527,589,18389,589,166996,589
29548,590,18400,590,167004,590
29575,591,18413,591,167011,591
29597,592,18425,592,167019,592
29618,593,18437,593,167028,593
29642,594,18451,594,167051,594
29662,595,18463,595,167060,595
29683,596,18474,596,167069,596
29705,597,18486,597,167078,597
29728,598,18500,598,167102,598
29749,599,18511,599,167110,599
29771,600,18523,600,167120,600
29792,601,18535,601,167129,601
29813,602,18547,602,167138,602
29837,603,18561,603,167161,603
29859,604,18572,604,167170,604
29880,605,18584,605,167179,605
29900,606,18595,606,167186,606
29922,607,18608,607,167208,607
29943,608,18620,608,167216,608
29963,609,18632,609,167224,609
29984,610,18644,610,167231,610
30005,611,18656,611,167238,611
30027,612,18669,612,167261,612
30047,613,18681,613,167269,613
30067,614,18693,614,167277,614
30089,615,18705,615,167284,615
30111,616,18719,616,167306,616
30131,617,18731,617,167314,617
30153,618,18742,618,167321,618
30312,619,18802,619,167329,619
30403,620,18893,620,167352,620
30484,621,19009,621,167360,621
30554,622,19096,622,167368,622
30630,623,19207,623,167374,623
30711,624,19282,624,167381,624
30787,625,19355,625,167403,625
30868,626,19401,626,167411,626
30951,627,19492,627,167422,627
31023,628,19575,628,167430,628
31109,629,19659,629,167452,629
31186,630,19730,630,167460,630
31265,631,19798,631,167468,631
31338,632,19868,632,167475,632
31407,633,19915,633,167497,633
31493,634,19954,634,167504,634
31523,635,19972,635,167512,635
31553,636,19990,636,167522,636
31580,637,20007,637,167529,637
31610,638,20030,638,167562,638
31637,639,20046,639,167571,639
31665,640,20062,640,167580,640
31692,641,20080,641,167588,641
31719,642,20098,642,167611,642
31745,643,20114,643,167618,643
31770,644,20131,644,167626,644
31794,645,20148,645,167634,645
31817,646,20167,646,167641,646
31845,647,20191,647,167664,647
31868,648,20205,648,167676,648
31892,649,20222,649,167685,649
31917,650,20240,650,167694,650
31942,651,20258,651,167716,651
31969,652,20277,652,167724,652
31992,653,20295,653,167732,653
32017,654,20308,654,167739,654
32044,655,20325,655,167748,655
32073,656,20344,656,167771,656
32099,657,20362,657,167779,657
32123,658,20377,658,167787,658
32151,659,20394,659,167795,659
32181,660,20412,660,167817,660
32206,661,20430,661,167824,661
32233,662,20447,662,167833,662
32259,663,20464,663,167842,663
32285,664,20481,664,167850,664
32311,665,20498,665,167872,665
32337,666,20515,666,167878,666
32363,667,20533,667,167884,667
32389,668,20550,668,167888,668
32415,669,20569,669,167896,669
32440,670,20585,670,167898,670
32468,671,20598,671,167901,671
32494,672,20614,672,167904,672
32522,673,20632,673,167912,673
32548,674,20649,674,167915,674
32573,675,20667,675,167918,675
32598,676,20680,676,167921,676
32625,677,20693,677,167924,677
32651,678,20712,678,167931,678
32678,679,20730,679,167933,679
32706,680,20744,680,167936,680
32733,681,20761,681,167940,681
32762,682,20780,682,167948,682
32787,683,20793,683,167951,683
32814,684,20809,684,167954,684
32841,685,20837,685,167957,685
32871,686,20855,686,167964,686
32899,687,20868,687,167967,687
32927,688,20886,688,167970,688
32954,689,20904,689,167973,689
32979,690,20921,690,167975,690
33008,691,20940,691,167983,691
33036,692,20957,692,167985,692
33061,693,20975,693,167988,693
33082,694,20990,694,167991,694
33109,695,21008,695,167998,695
33135,696,21025,696,168001,696
33242,697,21151,697,168005,697
33322,698,21249,698,168008,698
33399,699,21328,699,168011,699
33479,700,21399,700,168018,700
33549,701,21440,701,168021,701
33626,702,21508,702,168024,702
33696,703,21581,703,168027,703
33761,704,21665,704,168035,704
33834,705,21747,705,168037,705
33904,706,21820,706,168040,706
33970,707,21907,707,168042,707
34040,708,21962,708,168045,708
34102,709,22044,709,168053,709
34170,710,22120,710,168055,710
34238,711,22195,711,168058,711
34309,712,22239,712,168061,712
34379,713,22283,713,168069,713
34407,714,22301,714,168072,714
34435,715,22320,715,168076,715
34463,716,22338,716,168079,716
34489,717,22357,717,168082,717
34515,718,22377,718,168090,718
34542,719,22393,719,168093,719
34567,720,22408,720,168097,720
34594,721,22425,721,168099,721
34620,722,22451,722,168107,722
34645,723,22468,723,168109,723
34670,724,22485,724,168112,724
34697,725,22501,725,168115,725
34723,726,22518,726,168122,726
34749,727,22534,727,168124,727
34775,728,22551,728,168127,728
34802,729,22568,729,168130,729
34829,730,22585,730,168133,730
34856,731,22603,731,168141,731
34882,732,22619,732,168143,732
34909,733,22634,733,168145,733
34936,734,22651,734,168148,734
34963,735,22675,735,168156,735
34990,736,22692,736,168158,736
35016,737,22710,737,168161,737
35043,738,22728,738,168163,738
35068,739,22746,739,168169,739
35093,740,22764,740,168172,740
35120,741,22782,741,168174,741
35149,742,22800,742,168177,742
35176,743,22817,743,168180,743
35204,744,22840,744,168187,744
35228,745,22855,745,168189,745
35256,746,22869,746,168192,746
35284,747,22886,747,168195,747
35310,748,22903,748,168202,748
35339,749,22919,749,168204,749
35364,750,22936,750,168207,750
35390,751,22953,751,168210,751
35417,752,22969,752,168213,752
35445,753,22988,753,168220,753
35469,754,23005,754,168223,754
35496,755,23020,755,168226,755
35521,756,23032,756,168229,756
35547,757,23049,757,168237,757
35573,758,23066,758,168240,758
35597,759,23082,759,168244,759
35623,760,23099,760,168247,760
35650,761,23114,761,168250,761
35674,762,23134,762,168257,762
35701,763,23151,763,168259,763
35729,764,23169,764,168262,764
35756,765,23187,765,168266,765
35783,766,23204,766,168274,766
35809,767,23222,767,168277,767
35836,768,23239,768,168280,768
35864,769,23262,769,168282,769
35893,770,23279,770,168285,770
35921,771,23303,771,168292,771
35946,772,23319,772,168294,772
35972,773,23336,773,168297,773
35994,774,23353,774,168300,774
36021,775,23375,775,168308,775
36045,776,23392,776,168310,776
36068,777,23409,777,168313,777
36207,778,23468,778,168316,778
36282,779,23570,779,168324,779
36347,780,23628,780,168326,780
36410,781,23669,781,168329,781
36482,782,23742,782,168332,782
36555,783,23819,783,168335,783
36627,784,23898,784,168342,784
36698,785,23973,785,168345,785
36768,786,24075,786,168348,786
36838,787,24146,787,168350,787
36907,788,24224,788,168357,788
36984,789,24296,789,168360,789
37054,790,24379,790,168363,790
37124,791,24448,791,168365,791
37152,792,24470,792,168372,792
37180,793,24485,793,168375,793
37211,794,24506,794,168379,794
37239,795,24527,795,168382,795
37269,796,24545,796,168392,796
37299,797,24565,797,168399,797
37325,798,24580,798,168402,798
37348,799,24596,799,168405,799
37374,800,24614,800,168408,800
37403,801,24634,801,168416,801
37427,802,24651,802,168418,802
37455,803,24667,803,168421,803
37483,804,24686,804,168423,804
37510,805,24704,805,168426,805
37538,806,24724,806,168434,806
37561,807,24741,807,168437,807
37589,808,24757,808,168439,808
37615,809,24775,809,168442,809
37641,810,24793,810,168449,810
37668,811,24811,811,168452,811
37691,812,24829,812,168456,812
37720,813,24843,813,168459,813
37745,814,24861,814,168462,814
37770,815,24876,815,168469,815
37795,816,24890,816,168472,816
37821,817,24906,817,168475,817
37848,818,24923,818,168478,818
37875,819,24941,819,168485,819
37899,820,24958,820,168487,820
37925,821,24976,821,168490,821
37952,822,24993,822,168493,822
37979,823,25010,823,168496,823
38006,824,25029,824,168503,824
38032,825,25047,825,168506,825
38059,826,25060,826,168509,826
38084,827,25077,827,168512,827
38109,828,25094,828,168519,828
38134,829,25110,829,168522,829
38161,830,25133,830,168525,830
38187,831,25152,831,168528,831
38213,832,25169,832,168535,832
38239,833,25186,833,168538,833
38263,834,25204,834,168541,834
38291,835,25221,835,168544,835
38321,836,25238,836,168547,836
38349,837,25254,837,168554,837
38375,838,25271,838,168557,838
38401,839,25289,839,168560,839
38428,840,25306,840,168564,840
38457,841,25325,841,168571,841
38484,842,25342,842,168573,842
38510,843,25360,843,168576,843
38537,844,25376,844,168579,844
38566,845,25393,845,168586,845
38593,846,25410,846,168588,846
38620,847,25426,847,168591,847
38646,848,25443,848,168593,848
38668,849,25461,849,168596,849
38694,850,25481,850,168604,850
38718,851,25496,851,168606,851
38745,852,25509,852,168609,852
38771,853,25526,853,168612,853
38798,854,25543,854,168619,854
38824,855,25560,855,168621,855
38850,856,25574,856,168624,856
38878,857,25592,857,168627,857
38905,858,25608,858,168635,858
38933,859,25626,859,168638,859
38962,860,25644,860,168641,860
38986,861,25661,861,168644,861
39011,862,25677,862,168652,862
39036,863,25693,863,168655,863
39063,864,25709,864,168658,864
39091,865,25724,865,168661,865
39119,866,25900,866,168668,866
39248,867,26000,867,168671,867
39330,868,26050,868,168674,868
39406,869,26136,869,168677,869
39483,870,26215,870,168684,870
39565,871,26292,871,168686,871
39647,872,26367,872,168689,872
39734,873,26443,873,168692,873
39838,874,26520,874,168700,874
39944,875,26590,875,168703,875
40010,876,26697,876,168706,876
40080,877,26785,877,168708,877
40148,878,26873,878,168715,878
40215,879,26958,879,168717,879
40283,880,27008,880,168720,880
40346,881,27043,881,168723,881
40407,882,27078,882,168731,882
40468,883,27118,883,168733,883
40536,884,27139,884,168736,884
40560,885,27153,885,168739,885
40583,886,27166,886,168747,886
40607,887,27179,887,168749,887
40630,888,27192,888,168752,888
40653,889,27205,889,168755,889
40676,890,27218,890,168762,890
40698,891,27231,891,168764,891
40719,892,27243,892,168767,892
40740,893,27254,893,168771,893
40760,894,27266,894,168779,894
40780,895,27277,895,168782,895
40801,896,27288,896,168785,896
40822,897,27300,897,168788,897
40843,898,27312,898,168795,898
40863,899,27325,899,168798,899
40884,900,27338,900,168801,900
40904,901,27350,901,168804,901
40925,902,27361,902,168811,902
40946,903,27373,903,168814,903
40967,904,27385,904,168817,904
40987,905,27397,905,168820,905
41009,906,27409,906,168827,906
41030,907,27421,907,168829,907
41051,908,27433,908,168832,908
41072,909,27446,909,168835,909
41093,910,27458,910,168842,910
41114,911,27469,911,168845,911
41136,912,27481,912,168848,912
41156,913,27493,913,168850,913
41176,914,27506,914,168858,914
41198,915,27518,915,168861,915
41219,916,27531,916,168864,916
41240,917,27543,917,168868,917
41262,918,27556,918,168870,918
41284,919,27570,919,168878,919
41305,920,27582,920,168880,920
41326,921,27594,921,168883,921
41348,922,27605,922,168887,922
41369,923,27618,923,168895,923
41389,924,27630,924,168897,924
41411,925,27642,925,168900,925
41431,926,27653,926,168903,926
41452,927,27665,927,168906,927
41476,928,27678,928,168913,928
41497,929,27690,929,168916,929
41519,930,27702,930,168918,930
41540,931,27714,931,168925,931
41562,932,27727,932,168933,932
41582,933,27739,933,168935,933
41603,934,27752,934,168938,934
41624,935,27764,935,168941,935
41667,936,27778,936,168944,936
41692,937,27792,937,168951,937
41714,938,27804,938,168953,938
41736,939,27816,939,168956,939
41757,940,27828,940,168959,940
41779,941,27841,941,168966,941
41800,942,27852,942,168968,942
